person,elements_key,elements_year,elements_city,elements_language_first,elements_format,elements_books,elements_claim_flags,elements_social_flags,non_elements_key,non_elements_year,non_elements_city,non_elements_language_first,non_elements_format,non_elements_subject_family,non_elements_claim_flags,non_elements_social_flags,year_gap,same_city,same_language_first,same_format
Marin Mersenne,Paris_1644c,1644,Paris,LATIN,4,1–18 (enunciations),,no_visible_social_arena,MorisS-21-5,1634,Paris,FRENCH,,No primary family,,no_visible_social_arena,10,1,0,0
Marin Mersenne,Paris_1644c,1644,Paris,LATIN,4,1–18 (enunciations),,no_visible_social_arena,MorisS-21-6,1634,Paris,FRENCH,,Music,,religious_institutional_arena; learned_scholarly_arena,10,1,0,0
Marin Mersenne,Paris_1644c,1644,Paris,LATIN,4,1–18 (enunciations),,no_visible_social_arena,ustc-24,1634,Paris,FRENCH,,No primary family,,no_visible_social_arena,10,1,0,0
Marin Mersenne,Paris_1644c,1644,Paris,LATIN,4,1–18 (enunciations),,no_visible_social_arena,ustc-45,1634,Paris,FRENCH,,No primary family,,no_visible_social_arena,10,1,0,0
Marin Mersenne,Paris_1644c,1644,Paris,LATIN,4,1–18 (enunciations),,no_visible_social_arena,ustc-5,1634,Paris,FRENCH,,No primary family,,no_visible_social_arena,10,1,0,0
Oronce Finé,Paris_1536,1536,Paris,LATIN,2,1-6,claim_method_demonstration_order; claim_correction_revision_accuracy; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,pedagogical_school_arena; learned_scholarly_arena,bib-170,1526,Paris,LATIN,,Instruments/Measurement | Cosmos/Earth,,no_visible_social_arena,10,1,1,0
Pierre Forcadel,Paris_1566a,1566,Paris,FRENCH,8,,claim_ancient_authority_restoration; claim_selection_extraction_abridgment,pedagogical_school_arena; court_state_service_arena; learned_scholarly_arena; general_public_lovers_arena,E7J0Y4,1556,Paris,FRENCH,4,Arithmetic/Commerce,claim_method_demonstration_order,no_visible_social_arena,10,1,1,0
Pierre Forcadel,Paris_1566b,1566,Paris,FRENCH,8,,claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,no_visible_social_arena,E7J0Y4,1556,Paris,FRENCH,4,Arithmetic/Commerce,claim_method_demonstration_order,no_visible_social_arena,10,1,1,0
Pierre Forcadel,ZNLALU,1560,Paris,FRENCH,4,,claim_translation_vernacularization_transfer,no_visible_social_arena,E4JQEB,1570,Paris,FRENCH,4,Arithmetic/Commerce,claim_method_demonstration_order; claim_augmentation_enrichment_composition,pedagogical_school_arena; court_state_service_arena; learned_scholarly_arena; general_public_lovers_arena,10,1,1,1
Pierre Forcadel,ZNLALU,1560,Paris,FRENCH,4,,claim_translation_vernacularization_transfer,no_visible_social_arena,bib-10,1570,Paris,FRENCH,4,Geometry/Theory | Instruments/Measurement,claim_method_demonstration_order; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_visual_material_aids,court_state_service_arena; patronage_prestige_arena,10,1,1,1
Denis Henrion,Paris_1615,1615,Paris,FRENCH,8,1-15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,learned_scholarly_arena,ustc-23,1626,Paris,FRENCH,,Geometry/Theory,,learned_scholarly_arena,11,1,1,0
Denis Henrion,Paris_1615,1615,Paris,FRENCH,8,1-15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,learned_scholarly_arena,ustc-50,1626,Paris,FRENCH,,Geometry/Theory | Arithmetic/Commerce,,no_visible_social_arena,11,1,1,0
Denis Henrion,Paris_1630,1630,Paris,FRENCH,8,1–6,claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_selection_extraction_abridgment,learned_scholarly_arena,MorisS-16-4,1619,Paris,FRENCH,,Geometry/Theory,claim_correction_revision_accuracy,no_visible_social_arena,11,1,1,0
Georges Fournier,London_1654,1654,London,LATIN,12,1–6,claim_method_demonstration_order; claim_correction_revision_accuracy; claim_ancient_authority_restoration; claim_selection_extraction_abridgment,religious_institutional_arena,bib-51,1643,Paris,FRENCH,,Cosmos/Earth,claim_utility_practice_application,learned_scholarly_arena,11,0,0,0
Georges Fournier,Paris_1654,1654,Paris,LATIN,8,1–6,claim_method_demonstration_order; claim_correction_revision_accuracy; claim_ancient_authority_restoration,religious_institutional_arena,bib-51,1643,Paris,FRENCH,,Cosmos/Earth,claim_utility_practice_application,learned_scholarly_arena,11,1,0,0
Georges Fournier,Paris_1654a,1654,Paris,FRENCH,8,1-6,claim_ancient_authority_restoration,no_visible_social_arena,bib-51,1643,Paris,FRENCH,,Cosmos/Earth,claim_utility_practice_application,learned_scholarly_arena,11,1,1,0
Jacques Lefèvre d'Étaples,Paris_1516,1516,Paris,LATIN,2,1-15,claim_augmentation_enrichment_composition; claim_ancient_authority_restoration,no_visible_social_arena,bib-175,1505,Paris,LATIN,,No primary family,,pedagogical_school_arena,11,1,1,0
Claude Hardy,Paris_1625,1625,Paris,GREEK,4,,claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,court_state_service_arena; learned_scholarly_arena,Hardy-3,1613,Paris,FRENCH,,No primary family,claim_translation_vernacularization_transfer,no_visible_social_arena,12,1,0,0
Denis Henrion,Paris_1615,1615,Paris,FRENCH,8,1-15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,learned_scholarly_arena,MorisS-16-10,1627,Lyon,FRENCH,,No primary family,claim_method_demonstration_order; claim_augmentation_enrichment_composition; claim_visual_material_aids,no_visible_social_arena,12,0,1,0
Denis Henrion,Paris_1615,1615,Paris,FRENCH,8,1-15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,learned_scholarly_arena,ustc-26,1627,Paris,FRENCH,,Geometry/Theory | Arithmetic/Commerce | Visual/Spatial Arts | Instruments/Measurement | Applied Mechanics/Military,claim_method_demonstration_order; claim_accessibility_clarity_pedagogy; claim_utility_practice_application; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_visual_material_aids; claim_selection_extraction_abridgment,learned_scholarly_arena; patronage_prestige_arena,12,1,1,0
Denis Henrion,Paris_1630,1630,Paris,FRENCH,8,1–6,claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_selection_extraction_abridgment,learned_scholarly_arena,MorisS-16-3,1618,Paris,FRENCH,,Instruments/Measurement,,no_visible_social_arena,12,1,1,0
Denis Henrion,Paris_1630,1630,Paris,FRENCH,8,1–6,claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_selection_extraction_abridgment,learned_scholarly_arena,ustc-33,1618,Paris,FRENCH,,Instruments/Measurement,claim_utility_practice_application; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer,learned_scholarly_arena,12,1,1,0
Denis Henrion,Paris_1630,1630,Paris,FRENCH,8,1–6,claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_selection_extraction_abridgment,learned_scholarly_arena,ustc-59,1618,Paris,FRENCH,,No primary family,claim_utility_practice_application; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer,learned_scholarly_arena,12,1,1,0
Denis Henrion,Paris_1632,1632,Paris,FRENCH,4,1-15,claim_accessibility_clarity_pedagogy; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,no_visible_social_arena,MorisS-16-5,1620,Paris,FRENCH,,Cosmos/Earth,,no_visible_social_arena,12,1,1,0
Denis Henrion,Paris_1632,1632,Paris,FRENCH,4,1-15,claim_accessibility_clarity_pedagogy; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,no_visible_social_arena,MorisS-16-6,1620,Paris,FRENCH,,Geometry/Theory,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition,court_state_service_arena; professional_practical_arena; patronage_prestige_arena,12,1,1,0
Denis Henrion,Paris_1632,1632,Paris,FRENCH,4,1-15,claim_accessibility_clarity_pedagogy; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,no_visible_social_arena,ustc-55,1620,Paris,FRENCH,,Instruments/Measurement | Cosmos/Earth,claim_augmentation_enrichment_composition,no_visible_social_arena,12,1,1,0
Denis Henrion,Paris_1632,1632,Paris,FRENCH,4,1-15,claim_accessibility_clarity_pedagogy; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,no_visible_social_arena,ustc-58,1620,Paris,FRENCH,,Geometry/Theory,,no_visible_social_arena,12,1,1,0
Oronce Finé,Paris_1544,1544,Paris,LATIN,2,1-6,claim_method_demonstration_order; claim_correction_revision_accuracy; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,learned_scholarly_arena,Paris_1532,1532,Paris,LATIN,,Geometry/Theory,claim_utility_practice_application,pedagogical_school_arena; learned_scholarly_arena,12,1,1,0
Pierre Forcadel,ZNLALU,1560,Paris,FRENCH,4,,claim_translation_vernacularization_transfer,no_visible_social_arena,LQNZBJ,1572,Paris,FRENCH,4,Cosmos/Earth,,pedagogical_school_arena; court_state_service_arena; learned_scholarly_arena; general_public_lovers_arena,12,1,1,1
Christopher Clavius,Cologne_1591,1591,Cologne,LATIN,4,1-16,claim_method_demonstration_order; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration; claim_visual_material_aids,religious_institutional_arena,bib-6,1604,Rome,LATIN,,Geometry/Theory,,religious_institutional_arena,13,0,1,0
Claude Hardy,Paris_1625,1625,Paris,GREEK,4,,claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,court_state_service_arena; learned_scholarly_arena,MorisS-15-2,1638,Paris,FRENCH,,Geometry/Theory,,no_visible_social_arena,13,1,0,0
Claude-François Milliet Dechales,Lyon_1690,1690,Lyon,LATIN,4,1–14,claim_ancient_authority_restoration,religious_institutional_arena; learned_scholarly_arena,bib-54,1677,Paris,FRENCH,,Visual/Spatial Arts | Applied Mechanics/Military,claim_augmentation_enrichment_composition; claim_visual_material_aids,religious_institutional_arena,13,0,0,0
Claude-François Milliet Dechales,Paris_1690,1690,Paris,FRENCH,12,"1–6, 11–12",claim_method_demonstration_order; claim_accessibility_clarity_pedagogy; claim_utility_practice_application; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration,religious_institutional_arena,bib-54,1677,Paris,FRENCH,,Visual/Spatial Arts | Applied Mechanics/Military,claim_augmentation_enrichment_composition; claim_visual_material_aids,religious_institutional_arena,13,1,1,0
Denis Henrion,Paris_1630,1630,Paris,FRENCH,8,1–6,claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_selection_extraction_abridgment,learned_scholarly_arena,ustc-3,1617,Paris,FRENCH,,Geometry/Theory,,learned_scholarly_arena,13,1,1,0
Denis Henrion,Paris_1632,1632,Paris,FRENCH,4,1-15,claim_accessibility_clarity_pedagogy; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,no_visible_social_arena,MorisS-16-4,1619,Paris,FRENCH,,Geometry/Theory,claim_correction_revision_accuracy,no_visible_social_arena,13,1,1,0
Frans van Schooten,Amsterdam_1662,1662,Amsterdam,DUTCH,12,1–16 (enunciations),claim_accessibility_clarity_pedagogy; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,pedagogical_school_arena,bib-161,1649,Leiden,LATIN,,Geometry/Theory,claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_visual_material_aids,pedagogical_school_arena; learned_scholarly_arena,13,0,0,0
Jacques Lefèvre d'Étaples,Paris_1516,1516,Paris,LATIN,2,1-15,claim_augmentation_enrichment_composition; claim_ancient_authority_restoration,no_visible_social_arena,bib-173,1503,Paris,LATIN,,No primary family,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition,no_visible_social_arena,13,1,1,0
Jacques Lefèvre d'Étaples,Paris_1516,1516,Paris,LATIN,2,1-15,claim_augmentation_enrichment_composition; claim_ancient_authority_restoration,no_visible_social_arena,bib-174,1503,Paris,LATIN,,Geometry/Theory | Arithmetic/Commerce | Cosmos/Earth,,no_visible_social_arena,13,1,1,0
Jacques Ozanam,Amsterdam_1697,1697,Amsterdam,FRENCH,8,"1–6, 11–12",claim_correction_revision_accuracy,military_fortification_arena; general_public_lovers_arena,bib-57,1684,Paris,FRENCH,,Geometry/Theory,claim_selection_extraction_abridgment,no_visible_social_arena,13,0,1,0
Jacques Ozanam,Paris_1697,1697,Paris,FRENCH,8,"1–6, 11–12",claim_correction_revision_accuracy; claim_ancient_authority_restoration,military_fortification_arena; general_public_lovers_arena,bib-57,1684,Paris,FRENCH,,Geometry/Theory,claim_selection_extraction_abridgment,no_visible_social_arena,13,1,1,0
Niccolò Tartaglia,Venice_1565,1565,Venice,LATIN,8,1-15,claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,pedagogical_school_arena; learned_scholarly_arena,ustc-32,1578,Paris,FRENCH,,Arithmetic/Commerce,claim_translation_vernacularization_transfer,court_state_service_arena; patronage_prestige_arena,13,0,0,0
Niccolò Tartaglia,Venice_1569,1569,Venice,LATIN,8,1-15,claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,pedagogical_school_arena; learned_scholarly_arena,bib-23,1556,Venice,ITALIAN,,Arithmetic/Commerce,claim_utility_practice_application,no_visible_social_arena,13,1,0,0
Pierre Forcadel,ZNLALU,1560,Paris,FRENCH,4,,claim_translation_vernacularization_transfer,no_visible_social_arena,5J1UUA,1573,Paris,FRENCH,4,Arithmetic/Commerce,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_selection_extraction_abridgment,court_state_service_arena,13,1,1,1
[No named author/editor],Strasbourg_1559,1559,Strasbourg,GREEK,8,1,,no_visible_social_arena,bib-222,1546,London,ENGLISH,,Arithmetic/Commerce,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition,no_visible_social_arena,13,0,0,0
Denis Henrion,Paris_1632,1632,Paris,FRENCH,4,1-15,claim_accessibility_clarity_pedagogy; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,no_visible_social_arena,MorisS-16-3,1618,Paris,FRENCH,,Instruments/Measurement,,no_visible_social_arena,14,1,1,0
Denis Henrion,Paris_1632,1632,Paris,FRENCH,4,1-15,claim_accessibility_clarity_pedagogy; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,no_visible_social_arena,ustc-33,1618,Paris,FRENCH,,Instruments/Measurement,claim_utility_practice_application; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer,learned_scholarly_arena,14,1,1,0
Denis Henrion,Paris_1632,1632,Paris,FRENCH,4,1-15,claim_accessibility_clarity_pedagogy; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,no_visible_social_arena,ustc-59,1618,Paris,FRENCH,,No primary family,claim_utility_practice_application; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer,learned_scholarly_arena,14,1,1,0
Federico Commandino,Pesaro_1572,1572,Pesaro,LATIN,2,1-15,claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,no_visible_social_arena,bib-41,1558,Venice,LATIN,,Visual/Spatial Arts | Cosmos/Earth,,no_visible_social_arena,14,0,1,0
